User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Age,Gender,Device,Plan Duration,Total Watch Time
3997,Standard,16.49,2022-07-12,2022-11-14,64,Female,Laptop,90,522
3998,Premium,20.99,2021-12-10,2023-04-16,18,Other,Tablet,60,320
3999,Premium,20.99,2021-11-23,2021-12-16,24,Female,Laptop,90,407
4000,Premium,20.99,2021-10-15,2023-02-07,64,Female,Laptop,30,527
4001,Premium,20.99,2021-09-24,2022-09-29,22,Male,Smart TV,30,19
4002,Premium,20.99,2021-12-01,2022-02-16,32,Male,Mobile,30,443
4003,Premium,20.99,2021-07-31,2022-07-29,68,Other,Smart TV,30,463
4004,Premium,20.99,2022-09-28,2023-03-01,62,Female,Smart TV,30,228
4005,Standard,16.49,2022-11-27,2022-12-21,56,Female,Smart TV,90,24
4006,Standard,16.49,2023-04-17,2023-06-10,45,Male,Smart TV,30,1170
4007,Premium,20.99,2023-03-28,2023-05-03,29,Male,Laptop,90,102
4008,Standard,16.49,2023-01-14,2023-07-08,45,Female,Laptop,90,20
4009,Premium,20.99,2023-03-14,2023-03-18,42,Female,Smart TV,90,416
4010,Premium,20.99,2023-06-16,2023-07-13,24,Male,Desktop,30,237
4011,Basic,5.99,2022-01-17,2022-02-17,41,Female,Smart TV,90,94
4012,Standard,16.49,2022-05-14,2022-09-22,47,Other,Smart TV,60,160
4013,Premium,20.99,2022-06-06,2022-11-20,33,Male,Tablet,60,121
4014,Basic,5.99,2021-10-13,2023-06-06,24,Male,Laptop,30,674
4015,Standard,16.49,2022-06-13,2022-12-27,38,Male,Laptop,90,1272
4016,Standard,16.49,2023-06-23,2023-07-13,22,Male,Smart TV,60,65
4017,Premium,20.99,2022-01-31,2022-07-14,14,Male,Laptop,90,547
4018,Basic,5.99,2023-01-27,2023-07-22,33,Female,Mobile,60,73
4019,Standard,16.49,2023-01-07,2023-05-27,36,Female,Mobile,30,641
4020,Premium,20.99,2022-09-18,2023-04-17,25,Female,Tablet,30,27
4021,Basic,5.99,2021-08-16,2021-09-30,30,Male,Tablet,60,218
4022,Standard,16.49,2022-04-13,2022-08-26,41,Male,Smart TV,60,1376
4023,Standard,16.49,2022-01-05,2022-05-29,51,Female,Laptop,60,91
4024,Standard,16.49,2022-08-21,2023-03-11,15,Female,Tablet,30,661
4025,Standard,16.49,2023-02-25,2023-04-26,21,Other,Tablet,30,363
4026,Standard,16.49,2022-02-07,2022-05-20,35,Male,Mobile,60,27
4027,Standard,16.49,2023-04-14,2023-04-18,32,Female,Desktop,60,112
4028,Standard,16.49,2023-02-13,2023-02-14,26,Female,Mobile,30,667
4029,Standard,16.49,2021-10-15,2021-11-24,34,Male,Desktop,30,31
4030,Premium,20.99,2022-12-31,2023-07-12,20,Female,Laptop,60,27
4031,Standard,16.49,2022-07-31,2023-05-12,49,Female,Tablet,30,106
4032,Basic,5.99,2021-10-10,2023-02-08,48,Male,Laptop,60,137
4033,Standard,16.49,2022-09-25,2022-10-06,32,Other,Smart TV,60,152
4034,Standard,16.49,2021-09-03,2022-10-13,30,Female,Laptop,30,165
4035,Basic,5.99,2022-07-22,2022-09-27,21,Female,Smart TV,30,186
4036,Standard,16.49,2022-02-04,2022-10-08,25,Male,Smart TV,90,87
4037,Premium,20.99,2023-04-20,2023-05-03,40,Male,Desktop,90,70
4038,Premium,20.99,2022-06-10,2023-01-19,16,Male,Laptop,60,115
4039,Premium,20.99,2021-09-12,2022-05-04,24,Female,Smart TV,60,90
4040,Standard,16.49,2021-08-26,2023-01-28,28,Female,Tablet,30,172
4041,Premium,20.99,2022-10-07,2023-04-04,46,Male,Smart TV,60,95
4042,Standard,16.49,2023-05-10,2023-05-20,35,Male,Mobile,30,15
4043,Basic,5.99,2021-12-11,2022-06-17,32,Male,Laptop,30,516
4044,Basic,5.99,2022-04-22,2022-12-26,20,Male,Smart TV,60,5475
4045,Premium,20.99,2023-05-25,2023-07-03,26,Male,Mobile,30,521
4046,Premium,20.99,2023-07-18,2023-07-22,95,Male,Desktop,30,172
4047,Standard,16.49,2022-02-24,2022-08-07,25,Female,Mobile,30,92
4048,Premium,20.99,2022-05-11,2022-10-06,13,Female,Laptop,30,6927
4049,Basic,5.99,2023-01-22,2023-02-10,51,Female,Tablet,60,1057
4050,Standard,16.49,2023-07-14,2023-07-24,34,Female,Mobile,90,51
4051,Premium,20.99,2022-05-04,2022-07-27,42,Female,Mobile,90,322
4052,Standard,16.49,2021-12-07,2021-12-13,13,Male,Smart TV,60,371
4053,Premium,20.99,2021-12-28,2023-05-19,30,Male,Tablet,60,117
4054,Standard,16.49,2021-09-06,2022-11-30,30,Male,Tablet,30,716
4055,Basic,5.99,2022-02-24,2022-06-17,36,Female,Laptop,60,12
4056,Premium,20.99,2023-02-12,2023-07-02,29,Female,Laptop,90,21
4057,Standard,16.49,2021-10-07,2023-01-21,57,Female,Mobile,30,30
4058,Premium,20.99,2022-04-26,2023-06-14,63,Female,Tablet,90,120
4059,Basic,5.99,2022-03-31,2022-10-02,52,Female,Mobile,60,374
4060,Standard,16.49,2022-03-26,2023-07-06,18,Male,Tablet,90,787
4061,Premium,20.99,2021-12-05,2022-01-19,34,Other,Smart TV,90,107
4062,Basic,5.99,2023-07-29,2023-07-29,42,Female,Smart TV,30,169
4063,Premium,20.99,2022-02-01,2023-05-05,20,Other,Laptop,30,27
4064,Basic,5.99,2023-07-08,2023-07-14,21,Male,Tablet,30,678
4065,Standard,16.49,2023-07-29,2023-07-29,30,Female,Smart TV,60,123
4066,Premium,20.99,2023-05-24,2023-07-21,43,Male,Mobile,90,79
4067,Standard,16.49,2023-06-01,2023-06-28,41,Male,Mobile,30,160
4068,Premium,20.99,2022-04-12,2023-07-18,32,Male,Mobile,60,93
4069,Standard,16.49,2021-08-27,2022-01-06,53,Male,Mobile,30,8
4070,Basic,5.99,2022-01-06,2023-03-13,18,Other,Mobile,30,167
4071,Standard,16.49,2022-01-28,2022-10-19,76,Female,Mobile,60,108
4072,Premium,20.99,2021-12-24,2023-05-21,26,Female,Laptop,90,447
4073,Premium,20.99,2021-08-18,2021-11-07,27,Other,Smart TV,30,3699
4074,Basic,5.99,2022-11-18,2023-07-16,43,Female,Mobile,90,169
4075,Standard,16.49,2023-05-04,2023-07-14,19,Male,Mobile,30,112
4076,Standard,16.49,2021-12-23,2022-09-03,37,Other,Laptop,60,432
4077,Standard,16.49,2022-08-27,2022-09-14,24,Female,Tablet,60,681
4078,Premium,20.99,2022-04-21,2022-10-17,36,Male,Mobile,60,80
4079,Standard,16.49,2022-01-21,2023-05-01,82,Male,Tablet,60,9220
4080,Basic,5.99,2023-07-21,2023-07-24,64,Female,Smart TV,60,66
4081,Standard,16.49,2023-01-31,2023-02-05,43,Male,Mobile,30,646
4082,Premium,20.99,2023-07-17,2023-07-27,40,Male,Smart TV,60,63
4083,Premium,20.99,2023-03-19,2023-07-27,48,Other,Smart TV,30,108
4084,Standard,16.49,2022-02-11,2022-04-27,42,Female,Mobile,90,140
4085,Standard,16.49,2023-04-06,2023-07-17,13,Other,Desktop,90,640
4086,Premium,20.99,2022-01-18,2022-12-03,24,Other,Smart TV,60,1016
4087,Premium,20.99,2022-10-09,2023-07-27,32,Male,Tablet,60,203
4088,Standard,16.49,2022-11-18,2023-04-21,66,Other,Mobile,60,52
4089,Basic,5.99,2021-07-31,2022-01-04,43,Other,Smart TV,90,809
4090,Premium,20.99,2021-10-10,2022-06-09,20,Male,Laptop,30,727
4091,Standard,16.49,2023-04-21,2023-07-05,21,Female,Tablet,90,1416
4092,Premium,20.99,2023-06-06,2023-06-18,33,Other,Laptop,60,639
4093,Premium,20.99,2022-01-11,2023-07-04,39,Female,Laptop,30,108
4094,Standard,16.49,2021-12-26,2022-07-07,64,Female,Smart TV,90,84
4095,Premium,20.99,2022-06-05,2023-03-19,25,Other,Desktop,90,62
4096,Standard,16.49,2023-02-10,2023-07-25,19,Female,Smart TV,30,159
4097,Standard,16.49,2022-10-03,2023-03-14,53,Female,Smart TV,30,85
4098,Premium,20.99,2021-09-14,2023-02-16,33,Male,Laptop,30,97
4099,Standard,16.49,2023-02-28,2023-06-23,55,Male,Laptop,90,111
4100,Premium,20.99,2022-04-01,2022-11-14,28,Male,Tablet,90,20
4101,Standard,16.49,2022-12-18,2023-05-30,23,Female,Smart TV,30,121
4102,Standard,16.49,2022-04-11,2022-04-24,25,Male,Laptop,30,689
4103,Standard,16.49,2022-04-25,2023-05-23,24,Female,Laptop,60,55
4104,Basic,5.99,2021-10-03,2022-08-01,22,Other,Mobile,30,321
4105,Premium,20.99,2021-12-07,2022-04-11,43,Female,Laptop,30,104
4106,Premium,20.99,2023-05-28,2023-05-29,50,Male,Smart TV,60,59
4107,Premium,20.99,2022-12-26,2023-02-18,31,Male,Smart TV,30,2
4108,Standard,16.49,2022-06-24,2023-01-10,40,Female,Smart TV,90,218
4109,Premium,20.99,2021-08-13,2023-07-19,41,Male,Laptop,30,151
4110,Premium,20.99,2022-01-01,2022-05-03,49,Female,Smart TV,60,114
4111,Premium,20.99,2021-10-15,2023-01-25,51,Female,Laptop,30,8289
4112,Standard,16.49,2023-03-27,2023-06-01,91,Female,Mobile,60,215
4113,Basic,5.99,2021-09-19,2023-05-17,36,Female,Laptop,90,12
4114,Standard,16.49,2022-02-19,2023-07-06,41,Male,Tablet,90,776
4115,Basic,5.99,2021-12-13,2023-06-26,28,Female,Mobile,90,1074
4116,Basic,5.99,2021-09-13,2023-03-27,36,Female,Laptop,90,655
4117,Standard,16.49,2021-09-07,2022-08-02,26,Male,Laptop,30,1422
4118,Premium,20.99,2022-01-11,2023-05-10,24,Other,Smart TV,30,1009
4119,Standard,16.49,2022-12-07,2023-01-20,27,Female,Desktop,30,169
4120,Basic,5.99,2021-07-30,2022-09-06,40,Male,Mobile,90,53
4121,Premium,20.99,2022-11-02,2022-11-08,71,Male,Desktop,90,7054
4122,Premium,20.99,2021-08-07,2022-07-06,30,Female,Tablet,60,66
4123,Basic,5.99,2022-01-31,2023-05-28,26,Female,Smart TV,30,1375
4124,Premium,20.99,2023-07-01,2023-07-17,32,Female,Mobile,90,167
4125,Standard,16.49,2023-07-20,2023-07-20,29,Male,Tablet,30,1177
4126,Standard,16.49,2023-03-07,2023-05-26,28,Other,Mobile,30,800
4127,Premium,20.99,2022-09-29,2023-07-02,27,Male,Smart TV,60,144
4128,Standard,16.49,2022-02-09,2022-09-04,54,Male,Laptop,90,3
4129,Premium,20.99,2022-10-02,2023-01-23,26,Female,Mobile,30,42
4130,Standard,16.49,2022-11-11,2023-02-27,20,Female,Smart TV,60,71
4131,Standard,16.49,2022-09-27,2023-03-29,72,Male,Mobile,30,224
4132,Premium,20.99,2022-10-22,2022-11-22,20,Female,Tablet,60,8
4133,Basic,5.99,2022-09-13,2023-04-17,31,Male,Tablet,30,262
4134,Basic,5.99,2022-11-18,2023-01-16,33,Female,Smart TV,60,27
4135,Basic,5.99,2022-05-09,2023-04-10,42,Male,Laptop,30,98
4136,Premium,20.99,2022-08-22,2023-07-15,51,Female,Laptop,30,125
4137,Basic,5.99,2021-08-15,2022-01-16,22,Male,Mobile,30,67
4138,Basic,5.99,2022-05-22,2022-07-15,23,Female,Mobile,30,131
4139,Standard,16.49,2022-01-28,2022-09-25,44,Female,Smart TV,30,3000
4140,Standard,16.49,2021-11-20,2022-11-06,20,Female,Laptop,90,504
4141,Premium,20.99,2023-06-02,2023-07-19,29,Male,Mobile,60,776
4142,Standard,16.49,2023-03-23,2023-04-29,28,Female,Tablet,30,7
4143,Standard,16.49,2021-09-22,2022-09-21,55,Other,Mobile,30,1403
4144,Premium,20.99,2022-04-13,2023-07-12,34,Other,Mobile,60,94
4145,Standard,16.49,2021-08-08,2023-01-26,49,Male,Mobile,30,8936
4146,Premium,20.99,2023-04-08,2023-05-15,48,Female,Smart TV,30,18
4147,Standard,16.49,2023-02-14,2023-02-27,28,Other,Tablet,60,51
4148,Premium,20.99,2022-11-12,2023-07-14,29,Female,Smart TV,30,1
4149,Basic,5.99,2023-01-24,2023-05-09,85,Male,Desktop,90,82
4150,Standard,16.49,2023-07-01,2023-07-17,63,Male,Smart TV,60,1069
4151,Premium,20.99,2023-05-14,2023-07-10,28,Female,Mobile,60,41
4152,Basic,5.99,2022-01-19,2023-05-31,22,Male,Smart TV,30,27
4153,Standard,16.49,2022-03-28,2023-04-29,22,Male,Mobile,60,23
4154,Standard,16.49,2021-08-23,2022-07-03,49,Male,Smart TV,90,72
4155,Standard,16.49,2022-01-19,2023-06-03,31,Female,Smart TV,90,5100
4156,Premium,20.99,2022-12-13,2023-05-01,39,Male,Laptop,30,154
4157,Premium,20.99,2022-09-22,2023-01-26,47,Male,Desktop,90,47
4158,Standard,16.49,2022-01-13,2022-10-29,34,Male,Tablet,60,416
4159,Premium,20.99,2023-03-04,2023-05-12,21,Other,Desktop,90,198
4160,Premium,20.99,2022-08-01,2023-05-30,43,Male,Desktop,90,247
4161,Premium,20.99,2022-04-01,2022-11-30,86,Female,Mobile,30,291
4162,Premium,20.99,2022-12-09,2023-01-08,16,Female,Laptop,30,92
4163,Basic,5.99,2023-06-02,2023-07-23,36,Female,Laptop,60,145
4164,Standard,16.49,2022-05-05,2022-07-21,38,Male,Mobile,90,179
4165,Premium,20.99,2022-09-04,2023-04-13,13,Male,Smart TV,60,100
4166,Standard,16.49,2022-11-16,2022-12-11,21,Female,Tablet,60,75
4167,Basic,5.99,2022-09-06,2023-02-09,62,Male,Mobile,90,57
4168,Standard,16.49,2022-10-18,2023-05-16,45,Female,Mobile,60,362
4169,Premium,20.99,2022-02-06,2022-03-21,44,Other,Mobile,60,39
4170,Standard,16.49,2023-04-20,2023-07-19,48,Male,Smart TV,90,12
4171,Premium,20.99,2022-12-20,2023-04-21,64,Female,Smart TV,60,181
4172,Standard,16.49,2022-12-20,2023-01-09,47,Female,Laptop,30,144
4173,Premium,20.99,2022-08-30,2023-04-16,18,Male,Laptop,30,56
4174,Basic,5.99,2023-07-16,2023-07-23,40,Male,Laptop,30,144
4175,Premium,20.99,2023-03-16,2023-04-04,36,Other,Desktop,60,1342
4176,Basic,5.99,2022-11-27,2023-02-10,15,Female,Smart TV,90,57
4177,Standard,16.49,2022-10-19,2023-05-14,54,Female,Tablet,90,41
4178,Standard,16.49,2021-10-03,2023-02-23,15,Female,Laptop,60,279
4179,Standard,16.49,2022-10-20,2023-07-18,58,Male,Laptop,30,46
4180,Premium,20.99,2022-12-07,2023-07-24,38,Male,Tablet,60,39
4181,Basic,5.99,2021-11-17,2022-11-28,37,Male,Smart TV,30,72
4182,Premium,20.99,2022-09-12,2022-10-27,25,Male,Smart TV,90,51
4183,Basic,5.99,2023-02-18,2023-05-07,50,Female,Mobile,90,4477
4184,Standard,16.49,2021-11-19,2022-06-03,47,Male,Mobile,60,475
4185,Basic,5.99,2022-12-15,2023-07-29,32,Other,Laptop,60,109
4186,Premium,20.99,2023-06-11,2023-07-10,34,Male,Laptop,60,87
4187,Standard,16.49,2023-04-10,2023-04-11,33,Male,Smart TV,30,65
4188,Standard,16.49,2022-09-13,2023-06-15,54,Female,Tablet,60,13
4189,Premium,20.99,2021-09-29,2023-03-26,33,Female,Laptop,90,25
4190,Premium,20.99,2022-09-16,2022-09-16,32,Female,Smart TV,60,148
4191,Premium,20.99,2023-02-25,2023-07-24,25,Other,Desktop,90,1278
4192,Premium,20.99,2023-07-28,2023-07-29,70,Male,Tablet,90,26
4193,Standard,16.49,2023-05-18,2023-07-23,26,Female,Laptop,60,1053
4194,Premium,20.99,2023-05-30,2023-06-19,19,Other,Laptop,30,105
4195,Basic,5.99,2022-07-27,2023-07-07,49,Male,Mobile,60,92
4196,Basic,5.99,2023-06-17,2023-06-23,57,Female,Desktop,90,334
4197,Premium,20.99,2023-06-01,2023-06-10,51,Female,Laptop,60,173
4198,Basic,5.99,2023-04-04,2023-07-01,41,Male,Laptop,60,73
4199,Premium,20.99,2022-09-21,2023-04-11,38,Male,Smart TV,30,222
4200,Premium,20.99,2023-04-08,2023-07-01,17,Other,Mobile,30,307
4201,Premium,20.99,2022-06-07,2022-10-29,45,Female,Laptop,90,52
4202,Premium,20.99,2022-12-18,2023-02-07,81,Male,Smart TV,30,74
4203,Basic,5.99,2021-11-02,2022-09-09,42,Other,Tablet,30,84
4204,Premium,20.99,2023-05-18,2023-06-21,35,Male,Mobile,60,60
4205,Standard,16.49,2022-03-01,2022-04-29,21,Female,Mobile,60,11
4206,Basic,5.99,2021-11-10,2022-10-20,57,Female,Laptop,30,492
4207,Standard,16.49,2022-03-20,2023-04-24,15,Female,Laptop,30,215
4208,Standard,16.49,2022-06-28,2022-08-21,33,Female,Smart TV,90,90
4209,Standard,16.49,2022-02-10,2023-03-12,47,Other,Mobile,30,75
4210,Premium,20.99,2022-03-02,2022-07-18,51,Male,Mobile,60,9188
4211,Standard,16.49,2021-09-03,2023-02-17,57,Male,Laptop,60,87
4212,Basic,5.99,2023-01-17,2023-07-04,45,Female,Mobile,60,1433
4213,Premium,20.99,2023-04-06,2023-05-06,20,Male,Smart TV,90,109
4214,Basic,5.99,2022-07-23,2023-07-21,56,Male,Mobile,60,70
4215,Standard,16.49,2022-10-28,2023-07-09,32,Female,Desktop,30,102
4216,Standard,16.49,2022-12-20,2023-04-10,41,Male,Mobile,60,119
4217,Premium,20.99,2022-10-04,2023-01-16,33,Female,Desktop,90,105
4218,Standard,16.49,2023-05-01,2023-06-04,43,Female,Laptop,30,275
4219,Premium,20.99,2023-05-25,2023-07-10,40,Male,Smart TV,30,337
4220,Standard,16.49,2023-06-03,2023-07-24,29,Female,Smart TV,60,878
4221,Premium,20.99,2022-05-01,2023-02-09,40,Other,Smart TV,90,1364
4222,Basic,5.99,2022-09-26,2023-01-26,40,Other,Laptop,90,109
4223,Standard,16.49,2022-11-21,2023-01-21,18,Female,Tablet,90,116
4224,Premium,20.99,2022-03-15,2022-12-28,14,Other,Laptop,30,42
4225,Premium,20.99,2022-03-27,2023-05-06,30,Female,Laptop,90,1424
4226,Standard,16.49,2023-07-21,2023-07-24,26,Female,Mobile,90,114
4227,Standard,16.49,2022-10-03,2022-11-11,32,Female,Mobile,30,923
4228,Standard,16.49,2021-09-22,2023-02-09,69,Female,Desktop,60,1356
4229,Premium,20.99,2022-07-31,2022-10-09,26,Male,Laptop,90,34
4230,Standard,16.49,2022-01-04,2022-06-09,34,Female,Mobile,90,32
4231,Premium,20.99,2022-03-05,2023-01-14,26,Male,Laptop,30,1261
4232,Basic,5.99,2022-05-07,2022-12-20,35,Male,Mobile,30,320
4233,Basic,5.99,2022-10-17,2023-06-15,15,Female,Smart TV,30,53
4234,Standard,16.49,2023-06-02,2023-06-02,49,Male,Smart TV,90,629
4235,Standard,16.49,2021-10-26,2023-01-06,27,Female,Tablet,90,547
4236,Premium,20.99,2022-12-04,2023-07-12,25,Other,Smart TV,60,1237
4237,Premium,20.99,2023-04-06,2023-07-27,49,Male,Tablet,90,62
4238,Premium,20.99,2023-06-02,2023-06-25,32,Male,Desktop,90,137
4239,Premium,20.99,2022-08-11,2022-12-12,42,Other,Smart TV,30,5933
4240,Premium,20.99,2022-08-17,2022-11-02,21,Female,Mobile,30,39
4241,Premium,20.99,2021-08-01,2023-05-03,15,Male,Laptop,30,99
4242,Premium,20.99,2022-10-21,2023-07-20,44,Female,Laptop,60,1308
4243,Standard,16.49,2022-04-18,2022-08-29,55,Male,Mobile,60,115
4244,Standard,16.49,2021-10-02,2023-04-28,31,Male,Mobile,90,117
4245,Standard,16.49,2022-08-20,2022-11-22,30,Female,Mobile,30,415
4246,Premium,20.99,2023-07-27,2023-07-29,31,Female,Smart TV,30,182
4247,Premium,20.99,2022-03-13,2022-04-02,23,Female,Laptop,30,436
4248,Premium,20.99,2022-03-28,2022-09-26,45,Female,Smart TV,30,1178
4249,Premium,20.99,2022-10-21,2023-05-20,36,Male,Smart TV,90,980
4250,Premium,20.99,2023-01-12,2023-05-22,32,Male,Tablet,30,1431
4251,Premium,20.99,2023-02-28,2023-07-11,96,Female,Tablet,60,87
4252,Standard,16.49,2023-03-17,2023-03-24,40,Male,Smart TV,30,398
4253,Premium,20.99,2022-01-26,2022-01-28,76,Male,Tablet,90,1345
4254,Standard,16.49,2022-05-26,2023-07-03,21,Male,Mobile,60,445
4255,Premium,20.99,2022-09-12,2023-03-24,58,Female,Tablet,60,308
4256,Basic,5.99,2021-12-13,2022-01-24,37,Female,Laptop,90,66
4257,Standard,16.49,2022-11-24,2023-01-31,32,Female,Mobile,30,130
4258,Premium,20.99,2023-05-05,2023-05-22,31,Female,Mobile,60,79
4259,Basic,5.99,2021-11-06,2022-03-11,64,Other,Laptop,60,40
4260,Premium,20.99,2021-12-31,2022-11-07,30,Male,Tablet,90,571
4261,Premium,20.99,2022-05-06,2023-07-11,22,Male,Mobile,30,453
4262,Standard,16.49,2022-06-03,2023-01-15,32,Female,Mobile,30,23
4263,Basic,5.99,2023-03-04,2023-04-23,19,Female,Mobile,90,454
4264,Basic,5.99,2023-01-12,2023-06-30,44,Female,Tablet,30,1075
4265,Standard,16.49,2023-02-26,2023-07-24,22,Male,Desktop,30,158
4266,Premium,20.99,2022-11-03,2022-11-22,57,Male,Laptop,30,111
4267,Standard,16.49,2022-07-01,2023-03-25,33,Other,Laptop,60,472
4268,Standard,16.49,2021-09-09,2022-08-03,21,Other,Laptop,30,237
4269,Standard,16.49,2021-10-02,2023-04-01,13,Female,Tablet,90,3831
4270,Premium,20.99,2022-03-09,2022-11-12,25,Male,Smart TV,60,92
4271,Standard,16.49,2022-10-10,2023-01-07,42,Other,Mobile,90,82
4272,Standard,16.49,2022-04-13,2023-03-05,17,Other,Smart TV,30,71
4273,Basic,5.99,2023-04-06,2023-04-26,46,Male,Desktop,90,706
4274,Standard,16.49,2022-11-27,2023-07-06,54,Female,Laptop,60,29
4275,Standard,16.49,2022-11-08,2022-12-01,20,Female,Mobile,90,440
4276,Premium,20.99,2023-05-31,2023-07-29,47,Male,Smart TV,90,250
4277,Premium,20.99,2023-06-10,2023-06-30,49,Other,Laptop,30,30
4278,Premium,20.99,2022-07-31,2023-04-02,15,Female,Mobile,30,24
4279,Standard,16.49,2022-05-03,2023-02-23,52,Male,Mobile,90,38
4280,Premium,20.99,2022-12-12,2023-06-01,99,Male,Smart TV,90,352
4281,Basic,5.99,2022-05-08,2023-05-26,21,Male,Mobile,30,101
4282,Standard,16.49,2022-08-23,2022-08-26,55,Male,Mobile,60,4758
4283,Basic,5.99,2023-02-11,2023-03-29,16,Female,Smart TV,30,6509
4284,Premium,20.99,2023-06-19,2023-06-29,32,Female,Laptop,30,1274
4285,Standard,16.49,2023-04-06,2023-05-16,31,Male,Tablet,90,186
4286,Premium,20.99,2021-12-21,2022-02-08,16,Male,Smart TV,90,8
4287,Standard,16.49,2023-06-15,2023-07-24,32,Other,Laptop,30,101
4288,Premium,20.99,2022-07-07,2023-06-01,34,Other,Smart TV,90,5
4289,Premium,20.99,2021-09-20,2022-04-10,25,Female,Tablet,60,307
4290,Premium,20.99,2021-10-03,2023-05-03,30,Female,Desktop,30,561
4291,Standard,16.49,2023-04-16,2023-07-11,23,Female,Desktop,30,110
4292,Basic,5.99,2023-03-20,2023-06-05,61,Male,Laptop,30,31
4293,Premium,20.99,2022-01-05,2023-06-09,22,Male,Laptop,30,17
4294,Basic,5.99,2023-02-21,2023-03-15,46,Other,Tablet,30,125
4295,Premium,20.99,2022-02-21,2022-06-02,33,Male,Mobile,90,12
4296,Basic,5.99,2022-01-18,2022-10-15,32,Male,Smart TV,30,1241
4297,Basic,5.99,2023-03-05,2023-03-20,47,Male,Mobile,30,1033
4298,Premium,20.99,2022-05-08,2022-08-01,30,Female,Mobile,60,25
4299,Basic,5.99,2022-10-27,2023-02-16,45,Female,Smart TV,30,549
4300,Standard,16.49,2022-05-26,2023-05-16,33,Female,Mobile,90,170
4301,Basic,5.99,2023-04-24,2023-04-26,34,Female,Desktop,30,436
4302,Premium,20.99,2023-03-19,2023-05-12,28,Other,Tablet,60,114
4303,Standard,16.49,2023-04-27,2023-07-04,30,Female,Smart TV,60,93
4304,Premium,20.99,2022-12-12,2023-05-08,31,Male,Smart TV,60,590
4305,Premium,20.99,2023-04-02,2023-04-09,31,Male,Tablet,30,128
4306,Premium,20.99,2022-02-04,2023-06-16,42,Other,Desktop,60,92
4307,Premium,20.99,2021-08-11,2022-11-23,35,Male,Tablet,30,195
4308,Basic,5.99,2023-05-10,2023-06-04,26,Male,Mobile,30,117
4309,Standard,16.49,2021-12-27,2022-07-03,49,Other,Mobile,60,1
4310,Basic,5.99,2021-08-06,2023-02-23,27,Male,Smart TV,90,423
4311,Basic,5.99,2022-10-20,2023-05-20,25,Male,Smart TV,30,110
4312,Premium,20.99,2023-03-12,2023-04-17,55,Female,Desktop,90,118
4313,Standard,16.49,2023-01-14,2023-05-26,30,Female,Mobile,60,17
4314,Basic,5.99,2022-07-31,2023-04-16,29,Male,Tablet,30,344
4315,Premium,20.99,2021-08-23,2022-10-30,46,Male,Mobile,60,5745
4316,Basic,5.99,2023-02-10,2023-03-28,33,Male,Smart TV,30,169
4317,Basic,5.99,2023-02-15,2023-03-17,29,Male,Mobile,60,74
4318,Standard,16.49,2022-10-30,2023-02-04,62,Other,Desktop,60,215
4319,Standard,16.49,2021-08-05,2021-08-31,21,Other,Desktop,60,91
4320,Standard,16.49,2021-11-13,2022-12-22,54,Female,Mobile,90,74
4321,Standard,16.49,2021-11-28,2021-12-31,24,Female,Laptop,90,91
4322,Premium,20.99,2023-03-07,2023-05-21,31,Female,Mobile,60,42
4323,Premium,20.99,2023-01-10,2023-03-05,94,Female,Mobile,60,737
4324,Premium,20.99,2021-12-22,2022-12-16,42,Male,Smart TV,90,92
4325,Standard,16.49,2023-01-26,2023-02-14,62,Female,Tablet,30,218
4326,Standard,16.49,2023-05-15,2023-06-19,52,Male,Laptop,60,926
4327,Standard,16.49,2022-11-12,2023-01-19,34,Male,Tablet,60,4204
4328,Basic,5.99,2022-10-21,2023-05-12,27,Other,Desktop,30,352
4329,Standard,16.49,2022-05-11,2023-04-25,48,Male,Mobile,30,977
4330,Basic,5.99,2021-10-03,2023-03-05,34,Male,Laptop,60,28
4331,Basic,5.99,2021-10-24,2022-07-25,22,Other,Smart TV,90,1058
4332,Standard,16.49,2022-07-02,2023-06-01,48,Female,Tablet,30,37
4333,Basic,5.99,2022-01-17,2022-01-26,13,Male,Tablet,30,276
4334,Standard,16.49,2023-07-16,2023-07-20,30,Other,Smart TV,90,383
4335,Basic,5.99,2021-11-13,2022-10-29,40,Other,Laptop,60,79
4336,Standard,16.49,2021-12-15,2022-06-28,20,Male,Mobile,90,563
4337,Standard,16.49,2021-10-09,2023-04-09,63,Male,Mobile,30,33
4338,Premium,20.99,2023-03-02,2023-06-03,87,Female,Desktop,30,51
4339,Basic,5.99,2023-05-17,2023-06-08,33,Female,Mobile,30,58
4340,Standard,16.49,2023-06-28,2023-07-09,49,Male,Smart TV,30,119
4341,Standard,16.49,2022-05-06,2023-04-05,48,Male,Tablet,60,69
4342,Premium,20.99,2023-01-25,2023-05-08,17,Female,Laptop,60,82
4343,Premium,20.99,2023-04-11,2023-04-12,36,Female,Mobile,60,120
4344,Standard,16.49,2021-10-21,2022-03-13,31,Other,Smart TV,60,104
4345,Standard,16.49,2023-01-31,2023-03-14,32,Male,Desktop,30,235
4346,Basic,5.99,2022-04-23,2022-07-07,88,Female,Laptop,60,777
4347,Premium,20.99,2021-09-11,2023-06-06,78,Female,Smart TV,30,559
4348,Standard,16.49,2023-04-09,2023-07-03,41,Male,Mobile,30,477
4349,Standard,16.49,2022-11-30,2023-04-21,24,Other,Smart TV,30,624
